;Value;tweet;cleaning
3399;Positif;Dulu: bergerombol di mulut eskalator/pintu lift Sekarang: bergerombol di QR code pedulilindungi;dulu bergerombol di mulut eskalatorpintu lift sekarang bergerombol di qr code pedulilindungi
3400;Positif;Mengawali aktifitas pagi saat memasuki Kantor di laksanakan scan Peduli Lindungi dengan di awasi Kanit Provoos #poldakalbarberkibar  #polreskuburayabersinar  #PolsekwasBandaraSupadio  https://t.co/iZGlTNaE3h;mengawali aktifitas pagi saat memasuki kantor di laksanakan scan peduli lindungi dengan di awasi kanit provoos
3401;Positif;"Check in   Para Karyawan/Karyawati melalui Aplikasi "" Pedulilindungi ""  #JatengGayeng  #JatengLawanCorona   @ganjarpranowo @TajYasinMZ @provjateng @dprdjatengprov @dpubmckjateng @bptj_cilacap  https://t.co/TyqKEm7iAZ";check in para karyawankaryawati melalui aplikasi pedulilindungi cilacap
3402;Positif;ini kalo mau masuk emol harus banget pake app peduli lindungi?;ini kalo mau masuk emol harus banget pake app peduli lindungi
3403;Positif;apa susahnya si vaksin trus tinggal donlod pedulilindungi;apa susahnya si vaksin trus tinggal donlod pedulilindungi
3404;Positif;sering terjadi mau buka twt malah ke buka tele, dana, peduli lindungi. mau buka shpee kebuka wpð­... ya okss;sering terjadi mau buka twt malah ke buka tele dana peduli lindungi mau buka shpee kebuka wp ya okss
3405;Positif;@moviemenfes pas masuk mallnya aja pake pedulilindungi;pas masuk mallnya aja pake pedulilindungi
3406;Positif;@VeritasArdentur Ada fitur pedulilindungi di tokopedia, shopee, gojek, grab dll. Bisa utk cek in/out di tmpt umum.;ada fitur pedulilindungi di tokopedia shopee gojek grab dll bisa utk cek inout di tmpt umum
3407;Positif;@moviemenfes aplikasi apa peduli lindungi? pake bahkan beberapa bisokop masuk ke bioskopnya harus pake aplikasi lagi walau di mallnya udah ngescan;aplikasi apa peduli lindungi pake bahkan beberapa bisokop masuk ke bioskopnya harus pake aplikasi lagi walau di mallnya udah ngescan
3408;Positif;@moviemenfes pedulilindungi? masih;pedulilindungi masih
3409;Positif;@kellygsd17 Serta minimal vaksin dosis pertama (dibuktikan dengan aplikasi Peduli Lindungi atau kartu/sertifikat dalam bentuk fisik). Informasi lengkap terkait syarat dan ketentuan perjalanan dengan KA dapat dilakukan pengecekan via link  https://t.co/Gex;serta minimal vaksin dosis pertama dibuktikan dengan aplikasi peduli lindungi atau kartusertifikat dalam bentuk fisik informasi lengkap terkait syarat dan ketentuan perjalanan dengan ka dapat dilakukan pengecekan via link
3410;Positif;Sekota Semarang pasien covid cuma 1 orang terus PeduliLindungi buat apa ya? ð¤;sekota semarang pasien covid cuma orang terus pedulilindungi buat apa ya
3411;Positif;Harusnya pake aplikasi peduli lindungi;harusnya pake aplikasi peduli lindungi
3412;Positif;Jadi kartu tsb milik penyelenggara tempat yg dipake suami vaksin juga. Nah kebetulan punya suami sampe saat ini blm keluar juga di peduli lindungi. Sudah telp 119 tp memang harus diinpu dulu.;jadi kartu tsb milik penyelenggara tempat yg dipake suami vaksin juga nah kebetulan punya suami sampe saat ini blm keluar juga di peduli lindungi sudah telp tp memang harus diinpu dulu
3413;Positif;Noh sekarang aplikasi peduli lindungi. Bisa ngetracking kita abis kemana. Masuk jam berapa keluar jam berapa. Google aja skr tau kok jam brpa kita berangkat kerja jam brpa pulang. Bahkan kalo telat pulang, kita diingetin 'waktunya pulang'.;noh sekarang aplikasi peduli lindungi bisa ngetracking kita abis kemana masuk jam berapa keluar jam berapa google aja skr tau kok jam brpa kita berangkat kerja jam brpa pulang bahkan kalo telat pulang kita diingetin waktunya pulang
3414;Positif;"""Mas, scan dulu pake pedulilindungi"" ""Hpku mati pak, aku kesini mau service HPð¿"" ""Bawa kartu vaksin?"" ""Enggk sempet pak"" ""Yauda sini KTPmu biar dicek, cuman liat NIK"" Wait a minute... ""Oh udah D2 ya, oke silahkan""  Untung aja si ada jalan lain buat ngecek dosis vaksin.  https://t.co/yOXBNlUaY8";mas scan dulu pake pedulilindungi hpku mati pak aku kesini mau service hp bawa kartu vaksin enggk sempet pak yauda sini ktpmu biar dicek cuman liat nik wait  minute oh udah  ya oke silahkan untung aja si ada jalan lain buat ngecek dosis vaksin
3415;Positif;Selamat makan siang tweeps!  Mau ngingetin aja, walaupun kapasitas udah 100% dan segala umur udah bisa masuk mall, tetap harus ikutin protokol kesehatan ya! Jangan lupa check-in di PeduliLindungi juga!  See you at #PlazaSenayan!;selamat makan siang tweeps mau ngingetin aja walaupun kapasitas udah dan segala umur udah bisa masuk mall tetap harus ikutin protokol kesehatan ya jangan lupa checkin di pedulilindungi juga see you at
3416;Positif;Nihh gais beberapa manfaat dari pedulilindungi, jadi ingat yah kemanapun dan kapanpun kamu pergi unduh dulu  #PentingnyaVaksinasiKuatkanImun #IkhtiarAtasiPandemi  https://t.co/SZW13T3NgJ;nihh gais beberapa manfaat dari pedulilindungi jadi ingat yah kemanapun dan kapanpun kamu pergi unduh dulu
3417;Positif;Kunci sukses untuk akhiri pandemi sebenarnya ada pada diri kita lho.  Kuncinya itu Vaksinasi covid 19 dosis lengkap, lalu disiplin prokes ketat, trus pake pedulilindungi selama mobilitas.  Insya Allah pandemi cepet beres! #PentingnyaVaksinasiKuatkanImun #IkhtiarAtasiPandemi  https://t.co/zzYlSQBDIs;kunci sukses untuk akhiri pandemi sebenarnya ada pada diri kita lho kuncinya itu vaksinasi covid dosis lengkap lalu disiplin prokes ketat trus pake pedulilindungi selama mobilitas insya allah pandemi cepet beres
3418;Positif;@kenapahars Peduli lindungi:);peduli lindungi
3419;Positif;@mbahndi antigen PCR blm sepenuhnya terintegrasi dengan peduli lindungi. Akibatnya? âBanyakâ yg melakukan perjalanan jarak jauh menggunakan hasil tes âpalsuâ. Petugas di gate hny cek secara manual,aplg kalo gate penuh alhasil lewat2 saja. PPKM per;antigen pcr blm sepenuhnya terintegrasi dengan peduli lindungi akibatnya banyak yg melakukan perjalanan jarak jauh menggunakan hasil tes palsu petugas di gate hny cek secara manualaplg kalo gate penuh alhasil lewat saja ppkm per
3420;Positif;UI/UX jaman sekarang itu penting karena harus mengakomodir orang kebanyakan (potential customer). Jaman dulu menu berderet2 pun gak masalah. Dan UI peduli lindungi udah cukup deskriptif.;uiux jaman sekarang itu penting karena harus mengakomodir orang kebanyakan potential customer jaman dulu menu berderet pun gak masalah dan ui peduli lindungi udah cukup deskriptif
3421;Positif;@PLindungi Akhir'y keluar jg setelah aku tunggu2 tp tidak muncul d apps peduli lindung min gmn donk_???  https://t.co/QLTOkD0gbJ;akhiry keluar jg setelah aku tunggu tp tidak muncul  apps peduli lindung min gmn donk
3422;Positif;PPKM Level Satu, Di Dermaga Marina Ancol 155 Warga dan Wisatawan Yang Akan Ke Pulau Seribu Scan Barcode Aplikasi PeduliÂ Lindungi  https://t.co/47q4s0jdCe;ppkm level satu di dermaga marina ancol warga dan wisatawan yang akan ke pulau seribu scan barcode aplikasi pedulilindungi
3423;Positif;@PLindungi Alhamdulillah aku vaksin d luar negri setelah aku otax atik hp biar bs daftar d peduli lindung klu aku dah vaksin dan dapet sertifikat vaksin dan akhir'y aku dapatkan itu smua_jadi aku punya sertifikat vaksin luar negri dan sertifikat vaksin dr;alhamdulillah aku vaksin  luar negri setelah aku otax atik hp biar bs daftar  peduli lindung klu aku dah vaksin dan dapet sertifikat vaksin dan akhiry aku dapatkan itu smuajadi aku punya sertifikat vaksin luar negri dan sertifikat vaksin dr
3424;Positif;@bucinamjun Eh iya di app pedulilindungi udh ada fitur ehac juga dinggg.;eh iya di app pedulilindungi udh ada fitur ehac juga dinggg
3425;Positif;@mbahndi Yg penting sih dibuka normal semua tanpa peduli lindungi kalau saya Dok;yg penting sih dibuka normal semua tanpa peduli lindungi kalau saya dok
3426;Positif;@meusaeternum aku sih pdf sama pedulilindungi aja;aku sih pdf sama pedulilindungi aja
3427;Positif;4â£ Berdasarkan Informasi yg di pantau dr aplikasi peduli lindungi ada sebanyak 17rb org yg terpapar Covid 19 oleh krn itu Puan berharaf TNI juga turun tangan mengawasi dgn menegakan disiplin prokes  #DPRUntukNegeri  https://t.co/CiF8VSsB67;berdasarkan informasi yg di pantau dr aplikasi peduli lindungi ada sebanyak rb org yg terpapar covid oleh krn itu puan berharaf tni juga turun tangan mengawasi dgn menegakan disiplin prokes
3428;Positif;Tahun lalu situasi nya beda mas. Tahun lalu belum ada upaya vaksinasi, belum ada aplikasi Peduli-Lindungi yg visa dipakai untuk verifikasi orang yg melakukan kegiatan. Kebijakan yg mau dilakukan tidak punya basis akal sehat dan data. Hanya paranoid, mas.;tahun lalu situasi nya beda mas tahun lalu belum ada upaya vaksinasi belum ada aplikasi pedulilindungi yg visa dipakai untuk verifikasi orang yg melakukan kegiatan kebijakan yg mau dilakukan tidak punya basis akal sehat dan data hanya paranoid mas
3429;Positif;Krl paling bener kemaren pake STRP atau surat tugas dari kantor gitu sampe bener bener covid ilang dah. Pake peduli lindungi malah makin banyak orang gatau aturan di krl selama pandemi;krl paling bener kemaren pake strp atau surat tugas dari kantor gitu sampe bener bener covid ilang dah pake peduli lindungi malah makin banyak orang gatau aturan di krl selama pandemi
3430;Positif;update terakhir pedulilindungi versi 4.0.2 di android, tracker nya udah di remove, tak menemukan anomali thanks kemenkesð  pernah aku stream disini   https://t.co/TJ9tMnxoMs;update terakhir pedulilindungi versi di android tracker nya udah di remove tak menemukan anomali thanks kemenkes pernah aku stream disini
3431;Positif;@kompascom Alhamdulillah di kita cukup aplikasi pedulilindungi untuk masuk ke tempat fasilitas umum.;alhamdulillah di kita cukup aplikasi pedulilindungi untuk masuk ke tempat fasilitas umum
3432;Positif;@kanim_bekasi selamat pagi, apakah lansia harus pakai aplikasi peduli lindungi untuk masuk ke kanim? Terima kasih;bekasi selamat pagi apakah lansia harus pakai aplikasi peduli lindungi untuk masuk ke kanim terima kasih
3433;Positif;Banyak sumpah serapah ketika scan barcode menggunakan aplikasi peduli lindungi.;banyak sumpah serapah ketika scan barcode menggunakan aplikasi peduli lindungi
3434;Positif;Padahal app peduli lindungi udh diupdate ð;padahal app peduli lindungi udh diupdate
3435;Positif;@Neng_titis Selamat pagi Kak. Saat ini hasil Rapid Test Antigen di stasiun akan terintegrasi dengan aplikasi Peduli Lindungi. Pastikan saat pendaftaran menggunakan nama dan NIK yang sesuai dengan KTP ya. Rencananya ingin di stasiun mana Kak?;titis selamat pagi kak saat ini hasil rapid test antigen di stasiun akan terintegrasi dengan aplikasi peduli lindungi pastikan saat pendaftaran menggunakan nama dan nik yang sesuai dengan ktp ya rencananya ingin di stasiun mana kak
3436;Positif;@Askrlfess Cek di pedulilindungi nder, emg biasanya kalo akunnya suka banyak yg gak muncul waktu itu nyokap gitu tp pas aku cek ada kok;cek di pedulilindungi nder emg biasanya kalo akunnya suka banyak yg gak muncul waktu itu nyokap gitu tp pas aku cek ada kok
3437;Positif;@EkoSandjojo Pengalaman di Soetta mudah sekali bapak. Langsung ke loket check-in, diminta KTP dan diliat PeduliLindungi sudah ada hasil PCR/antigen. Tanpa ribet tdk sampai satu menit diberi boarding pass dan langsung masuk.;pengalaman di soetta mudah sekali bapak langsung ke loket checkin diminta ktp dan diliat pedulilindungi sudah ada hasil pcrantigen tanpa ribet tdk sampai satu menit diberi boarding pass dan langsung masuk
3438;Positif;@oksit0sin Temenku ada yg pernah. Udah vaksin tapi datanya ga masuk @PLindungi tapi dia terus berusaha untuk menghubungi CS dan akhirnya muncul.;temenku ada yg pernah udah vaksin tapi datanya ga masuk tapi dia terus berusaha untuk menghubungi cs dan akhirnya muncul
3439;Positif;@zshci @PLindungi Okayyy makasiii infonyaa;okayyy makasiii infonyaa
3440;Positif;@creamyflatwhite @PLindungi wkwkwkwk langsung aja hub call center;wkwkwkwk langsung aja hub call center
3441;Positif;@PLindungi It's the time for you to shine;its the time for you to shine
3442;Positif;@nataliarosary @PLindungi Telpon langsung aja chak k call centernya biasanya lbh cepet;telpon langsung aja chak  call centernya biasanya lbh cepet
3443;Positif;@andrianapuss @PLindungi Terima kasih infonya;terima kasih infonya
3444;Positif;@dyyayywinter @PLindungi udah bisa alhamdulillah, thank you yaa. jadi tau;udah bisa alhamdulillah thank you yaa jadi tau
3445;Positif;@lovelyjiminiii @PLindungi udah bisaa, alhamdulillah thank you dow;udah bisaa alhamdulillah thank you dow
3446;Positif;@sumaru90 @PLindungi Bagus dong jadi mendukung UMKM perfotocopyan ckck;bagus dong jadi mendukung umkm perfotocopyan ckck
3447;Positif;@Liauw_anggi @KemenkesRI @PLindungi @kemkominfo @jokowi Gilsssss hebat ugha;anggi gilsssss hebat ugha
3448;Positif;@Maytae_ @kueputugerobak @ohmyjeonguk @PLindungi Saya sih di respon cepet. Asal menyantumkan : Nama lengkap NIK Alamat sesuai NIK No HP Trus tukis scr detail masalah nya.  Jangan lupa di subyek email nya menuliskan ttg masalahbya apa. Misal serifikat belu;saya sih di respon cepet asal menyantumkan nama lengkap nik alamat sesuai nik no hp trus tukis scr detail masalah nya jangan lupa di subyek email nya menuliskan ttg masalahbya apa misal serifikat belu
3449;Positif;@PLindungi @satgascovid19id @KemenkesRI ...  Vaksin Booster kapan akan dimulai ???....  Secepatnya.....  sebagai langkah mitigasi sebelum liburan Nataru....  @jokowi;vaksin booster kapan akan dimulai secepatnya sebagai langkah mitigasi sebelum liburan nataru
3450;Positif;Menkominfo Klaim Data Pengguna PeduliLindungi Tersimpan Aman, Tak Pernah Bocor  https://t.co/gURKJTvEav #PeduliLindungi #eHAC #JohnnyGPlate;menkominfo klaim data pengguna pedulilindungi tersimpan aman tak pernah bocor
3451;Positif;Udah dong mbak. Kalau pergi belanja ke supermarket juga always scan Peduli Lindungi. #KetatDemiKamu;udah dong mbak kalau pergi belanja ke supermarket juga always scan peduli lindungi
3452;Positif;Kayak suami saya yang kerja di Citos pulang ke Depok. Perjalanan lancar pakai motor. Tapi pas masuk mall nya kudu check in di aplikasi PeduliLindungi. #KetatDemiKamu;kayak suami saya yang kerja di citos pulang ke depok perjalanan lancar pakai motor tapi pas masuk mall nya kudu check in di aplikasi pedulilindungi
3453;Positif;@chillboyfs gue pake peduli lindungi kak;gue pake peduli lindungi kak
3454;Positif;Mendagri Minta Pemda Maksimalkan Aplikasi PeduliLindungi  https://t.co/1fY1ws92cc;mendagri minta pemda maksimalkan aplikasi pedulilindungi
3455;Positif;Selama masa Nataru,  perjalananÂ kapal lautÂ dalam negeri wajib menggunakan aplikasi PeduliLindungi. Selanjutnya, penumpang harus menunjukkan kartu vaksin dosis lengkap dan surat keterangan hasil negatif tes Antigen.   #KetatDemiKamu;selama masa nataru perjalanankapal lautdalam negeri wajib menggunakan aplikasi pedulilindungi selanjutnya penumpang harus menunjukkan kartu vaksin dosis lengkap dan surat keterangan hasil negatif tes antigen
3456;Positif;FYI, mau naik modal transportasi apa oun, kita wajib bawa 3 persyaratan administrasi utama : kartu vaksin lengkap, Aplikasi Peduli Lindungi, dan RT-antigen 1x24 jam. #KetatDemiKamu  https://t.co/ogUAaEW2Ca;fyi mau naik modal transportasi apa oun kita wajib bawa persyaratan administrasi utama kartu vaksin lengkap aplikasi peduli lindungi dan rtantigen  jam
3457;Positif;@infomalang pengendara motor yg lewat traffic light underpass dr arah singosari ke katanglo harap bersabar, ada pemeriksaan peduli lindungi, suruh cek in. yg belum vaksin sama sekali atao belum vaksin ke dua, kata pak polisinya bakalan di vaksin di pos po;pengendara motor yg lewat traffic light underpass dr arah singosari ke katanglo harap bersabar ada pemeriksaan peduli lindungi suruh cek in yg belum vaksin sama sekali atao belum vaksin ke dua kata pak polisinya bakalan di vaksin di pos po
3458;Positif;Pernah ada ibu2 ngeyel ga mau donlot aplikasi Peduli Lindungi pas mau masuk mall. Alhasil dia ga bisa masuk dong. Setuju dengan ketegasan petugas keamanan. #KetatDemiKamu;pernah ada ibu ngeyel ga mau donlot aplikasi peduli lindungi pas mau masuk mall alhasil dia ga bisa masuk dong setuju dengan ketegasan petugas keamanan
3459;Positif;Siapa nih yg rajin lapor ke pacar kalo sampai mana, lagi di mana? Tambahin juga tuh lapor pakai Aplikasi Peduli Lindungi. #KetatDemiKamu  https://t.co/L90WrjyIUH;siapa nih yg rajin lapor ke pacar kalo sampai mana lagi di mana tambahin juga tuh lapor pakai aplikasi peduli lindungi
3460;Positif;Yeay aku udah semua dong, vaksin udah download pedulilindungi juga udah #KetatDemiKamu;yeay aku udah semua dong vaksin udah download pedulilindungi juga udah
3461;Positif;Selain itu cek in pakai Peduli Lindungi buat memantau pergerakan juga sih..  Kalo pas antri cek in ya harus sabar.. Jangan sampai gak cek in scan Peduli Lindungi ya... ð #KetatDemiKamu;selain itu cek in pakai peduli lindungi buat memantau pergerakan juga sih kalo pas antri cek in ya harus sabar jangan sampai gak cek in scan peduli lindungi ya
